dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:g3,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.358
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:g4,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.367
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:gc3,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.284
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:gc4,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.512
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:m22,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.477
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:mc,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.596
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:mgh,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.458
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pycryptosat,1,a a b,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.978
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:g3,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.940
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:g4,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,1.207
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:gc3,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,1.051
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:gc4,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.944
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:m22,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.747
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:mc,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.926
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:mgh,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.862
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pycryptosat,1,a a c,3,positive,4,6,3,3,36,24,12,61,16,36,9,ok,SAT,0.557
