dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:g3,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,21.418
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:g4,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,18.161
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:gc3,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,22.698
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:gc4,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,26.452
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:m22,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,21.917
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:mc,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,25.087
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pysat:mgh,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,17.020
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w1.cnf,pycryptosat,1,a a b c b b c c c b c c c b b c c c c b c b b c b b b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,15.180
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:g3,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,79.925
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:g4,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,36.018
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:gc3,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,31.018
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:gc4,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,32.499
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:m22,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,25.040
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:mc,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,31.457
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pysat:mgh,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,26.054
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w2.cnf,pycryptosat,1,a a c c b b c b b c c b c c b c c b c c b c c c b b c b,28,positive,4,6,3,3,12586,1624,10962,34511,491,32886,1134,ok,SAT,15.998
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w3.cnf,pysat:g3,1,a a c b b c b b c b b b c c b c c c b c c c c b c c b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,17.906
src\text\dimacs_outputs\benchmark_runs\g1\g1_positive_w3.cnf,pysat:g4,1,a a c b b c b b c b b b c c b c c c b c c c c b c c b,27,positive,4,6,3,3,11340,1512,9828,30997,460,29484,1053,ok,SAT,22.341
