dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g3,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,240.811
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g4,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,399.692
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc3,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,270.183
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc4,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,230.851
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:m22,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,157.508
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mc,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,323.378
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mgh,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,174.464
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pycryptosat,1,"type id = record end ; var id , id : Char ;",13,positive,180,324,95,229,99736,16380,83356,266449,4915,250068,11466,ok,SAT,133.932
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g3,1,type id = record id : Boolean ; end ; var,11,positive,180,324,95,229,62260,11880,50380,163021,3796,151140,8085,ok,SAT,215.683
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g4,1,type id = record id : Boolean ; end ; var,11,positive,180,324,95,229,62260,11880,50380,163021,3796,151140,8085,ok,SAT,186.794
