dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g3,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,2750.899
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g4,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,2860.454
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc3,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,3331.460
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc4,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,3918.205
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:m22,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,2583.318
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mc,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,3251.694
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mgh,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,2693.334
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pycryptosat,1,type id = Char ; procedure id ( ) type id = Char ; begin konšt_real = konšt_int - id := ( konšt_real and konšt_char ) <= konšt_boolean ; konšt_char := konšt_boolean mod konšt_char ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,2106.305
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g3,1,type id = record end ; procedure id ( ) type id = Integer ; begin id <> konšt_boolean <= konšt_int > konšt_boolean + konšt_boolean > id . id := konšt_char * konšt_boolean = id ; end,37,positive,180,324,95,229,2058384,126540,1931844,5922073,28639,5795532,97902,ok,SAT,3057.789
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g4,1,type id = record end ; procedure id ( ) type id = Integer ; begin id <> konšt_boolean <= konšt_int > konšt_boolean + konšt_boolean > id . id := konšt_char * konšt_boolean = id ; end,37,positive,180,324,95,229,2058384,126540,1931844,5922073,28639,5795532,97902,ok,SAT,3199.544
