dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pysat:gc3,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,8698.408
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pysat:gc4,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,8338.491
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pysat:m22,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,6771.069
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pysat:mc,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,8342.802
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pysat:mgh,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,6489.251
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w9.cnf,pycryptosat,1,type id = id ; procedure id ( ) type id = Boolean ; var begin konšt_char := id or konšt_boolean <= konšt_boolean mod - konšt_real and konšt_real < konšt_char - konšt_real or konšt_int * konšt_real * - - id <= konšt_char * konšt_char ; end,46,positive,180,324,95,229,3907815,194580,3713235,11334286,42436,11139705,152145,ok,SAT,5641.101
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:g3,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,7149.709
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:g4,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,7031.444
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:gc3,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,7237.572
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:gc4,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6974.152
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:m22,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6015.045
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:mc,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6171.735
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pysat:mgh,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,5697.723
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w10.cnf,pycryptosat,1,type id = id ; procedure id ( ) type id = Integer ; begin if konšt_real / ( konšt_char >= konšt_int ) >= not konšt_char * id - id - not konšt_boolean * id mod konšt_char >= id then ; end,42,positive,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,4070.370
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:g3,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4920.747
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:g4,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,5063.283
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:gc3,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,6092.051
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:gc4,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,5980.614
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:m22,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4857.589
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:mc,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,5700.511
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pysat:mgh,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4725.490
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w11.cnf,pycryptosat,1,type id = Integer ; procedure id ( ) type id = Integer ; var begin konšt_char >= konšt_real = konšt_char <= id <> konšt_char < ( id ) < id = konšt_int or konšt_char := konšt_char mod konšt_boolean ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,3421.619
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:g3,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5558.112
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:g4,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5497.815
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:gc3,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,6783.428
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:gc4,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,7180.197
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:m22,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5475.983
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:mc,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,7177.631
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pysat:mgh,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,6208.422
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w12.cnf,pycryptosat,1,type id = id ; procedure id ( ) type id = Boolean ; begin id * - not konšt_boolean mod konšt_boolean := not konšt_boolean = konšt_boolean / id or konšt_boolean and id and id . id >= konšt_boolean > konšt_real ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,3970.035
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:g3,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,4730.887
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:g4,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,4534.112
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:gc3,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,5914.690
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:gc4,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,6798.109
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:m22,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,4910.685
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:mc,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,6480.824
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pysat:mgh,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,4611.859
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w13.cnf,pycryptosat,1,type id = Boolean ; procedure id ( ) type id = Boolean ; begin konšt_char mod konšt_char < konšt_boolean < konšt_int := konšt_int * konšt_real + konšt_real >= konšt_char < konšt_real >= konšt_real = konšt_int + konšt_boolean ; end,40,negative,180,324,95,229,2588740,147600,2441140,7471021,32941,7323420,114660,ok,SAT,3172.072
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:g3,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5604.039
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:g4,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5970.022
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:gc3,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,6624.435
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:gc4,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,6443.873
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:m22,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5273.063
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:mc,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,6504.591
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pysat:mgh,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,5606.421
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w14.cnf,pycryptosat,1,type id = Real ; procedure id ( ) type id = Boolean ; begin - konšt_real := konšt_int - id < konšt_int and konšt_real * konšt_char = not konšt_real < konšt_boolean > not konšt_real <= konšt_char >= konšt_real = konšt_int ; end,43,negative,180,324,95,229,3203156,170280,3032876,9268909,37540,9098628,132741,ok,SAT,4003.724
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:g3,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4889.843
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:g4,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4989.065
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:gc3,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,5692.793
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:gc4,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,7298.658
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:m22,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4984.323
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:mc,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,7440.187
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pysat:mgh,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,5602.008
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w15.cnf,pycryptosat,1,type id = Boolean ; procedure id ( ) type id = Integer ; begin konšt_char = konšt_char and konšt_int <= - id + konšt_boolean + konšt_real = id <> not id / konšt_char mod konšt_real := not konšt_int ; end,41,negative,180,324,95,229,2783900,154980,2628920,8041741,34441,7886760,120540,ok,SAT,4037.783
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:g3,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,9190.927
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:g4,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,11428.079
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:gc3,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,11051.782
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:gc4,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,12400.681
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:m22,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,8248.467
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:mc,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,10033.139
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pysat:mgh,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,8348.281
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w16.cnf,pycryptosat,1,type id = id ; procedure id ( ) type id = Char ; begin konšt_int <> - konšt_char * konšt_int or konšt_int mod not id + ( konšt_boolean * id mod konšt_int ) + konšt_char * id [ id ] := konšt_boolean > id <> konšt_int ; end,49,negative,180,324,95,229,4708900,220500,4488400,13685701,47629,13465200,172872,ok,SAT,7169.085
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:g3,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,5614.462
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:g4,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,5765.309
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:gc3,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6965.313
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:gc4,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6537.450
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:m22,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,5747.952
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:mc,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,6638.491
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_negative_w17.cnf,pysat:mgh,1,type id = Real ; procedure id ( ) type id = Integer ; begin konšt_char >= - id <= - konšt_real / konšt_real / konšt_char + konšt_real / konšt_boolean / konšt_char := ( not konšt_real ) + - konšt_real ; end,42,negative,180,324,95,229,2988629,162540,2826089,8640808,35974,8478267,126567,ok,SAT,5647.345
