dimacs_file,solver,grammar,word,word_length,positive_or_negative,nonterminal_count,rule_count,singular_rule_count,double_rule_count,bool_variable_count,base_bool_variable_count,tseitin_variable_count,clause_count,fixed_value_clause_count,tseitin_clause_count,window_clause_count,status,result,time_ms
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g3,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,4221.048
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:g4,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,4514.748
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc3,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,5131.275
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:gc4,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,5232.746
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:m22,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,3909.140
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mc,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,4879.966
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pysat:mgh,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,3906.630
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w1.cnf,pycryptosat,1,type id = Integer ; procedure id ( ) type id = id ; begin if konšt_int then not id >= konšt_int < konšt_char > konšt_boolean := - - konšt_boolean > konšt_int / konšt_char and konšt_real ; end,38,positive,180,324,95,229,2226211,133380,2092831,6411874,30040,6278493,103341,ok,SAT,3053.700
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g3,1,type id = Real ; procedure id ( ) type id = id ; begin konšt_boolean / konšt_char and konšt_int + id mod not - - konšt_boolean - konšt_boolean * konšt_real := not konšt_real ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,4025.452
src\text\dimacs_outputs\benchmark_runs\big_grammar\g1_positive_w2.cnf,pysat:g4,1,type id = Real ; procedure id ( ) type id = id ; begin konšt_boolean / konšt_char and konšt_int + id mod not - - konšt_boolean - konšt_boolean * konšt_real := not konšt_real ; end,36,positive,180,324,95,229,1899210,119880,1779330,5457871,27271,5337990,92610,ok,SAT,3563.146
